abndn,abandon
tik,thick
tin,thin
tg,thing
tgs,things
tnk,think
tnkr,thinker
tnkrs,thinkers
tnkg,thinking
tnks,thinks
trd,third
tirst,thirst
tirte,thirsty
trte,thirty
ts,this
toro,thorough
torol,thoroughly
tos,those
tou,though
tot,thought
totf,thoughtful
totfulns,thoughtfulness
tots,thoughts
tsnd,thousand
tsnds,thousands
tras,thrash
tred,thread
trds,threads
trt,threat
trtn,threaten
trtnd,threatened
trtng,threatening
trts,threats
tre,three
trw,threw
trft,thrift
trl,thrill
trlg,thrilling
triv,thrive
trivs,thrives
trot,throat
trou,through
trouot,throughout
tro,throw
trog,throwing
tron,thrown
tros,throws
trust,thrust
trustg,thrusting
tmb,thumb
tundr,thunder
thu,Thursday
thus,thus
twrt,thwart
twrted,thwarted
tic,tick
tkt,ticket
tkts,tickets
tikg,ticking
tics,ticks
tide,tide
tides,tides
ti,tie
tid,tied
tis,ties
tit,tight
titn,tighten
titng,tightening
titr,tighter
titl,tightly
titns,tightness
til,tile
tim,time
timls,timeless
timl,timely
tims,times
timg,timing
tinn,tin
tine,tiny
tip,tip
tips,tips
tir,tire
tird,tired
tirls,tireless
tirs,tires
tirsm,tiresome
tirg,tiring
tsu,tissue
title,title
titls,titles
t,to
tost,toast
tda,today
toe,toe
toes,toes
tgr,together
tyl,toil
tokn,token
tld,told
tlrb,tolerable
tlrnc,tolerance
tlrnt,tolerant
tlrt,tolerate
tlrtd,tolerated
tlrtg,tolerating
tmro,tomorrow
ton,ton
tone,tone
tones,tones
tong,tongue
tnit,tonight
tons,tons
to,too
tk,took
tol,tool
tols,tools
toot,tooth
top,top
topc,topic
topcl,topical
topcs,topics
tops,tops
tor,tore
trmnt,torment
torms,torments
torn,torn
trndo,tornado
tornt,torrent
trtur,torture
trturs,tortures
trturg,torturing
tosd,tossed
ttl,total
ttll,totally
tuc,touch
tucd,touched
tucs,touches
tucg,touching
tuf,tough
tufr,tougher
tufst,toughest
tufns,toughness
tur,tour
turg,touring
turst,tourist
turs,tours
tow,tow
twd,toward
towr,tower
twn,town
twns,towns
txc,toxic
ty,toy
toys,toys
trac,trace
trk,track
trkd,tracked
trkg,tracking
trks,tracks
trcz,traction
trad,trade
tradd,traded
tradg,trading
trdz,tradition
trdzl,traditional
trdzs,traditions
trfc,traffic
trjd,tragedy
trjc,tragic
tral,trail
tralg,trailing
trals,trails
tran,train
trand,trained
trang,training
trans,trains
trat,trait
trats,traits
trnc,trance
trncl,tranquil
trnclt,tranquility
trsnd,transcend
trsndd,transcended
trsndnt,transcendent
trscrib,transcribe
trscribd,transcribed
trscribg,transcribing
trscrpz,transcription
trsfr,transfer
trsfrd,transferred
trsfrg,transferring
trsfrm,transform
trsfrmz,transformation
trsfrmd,transformed
trsfrmg,transforming
trsfrms,transforms
trsgrs,transgress
trsgrzs,transgressions
trsnt,transient
trsz,transition
trszs,transitions
trslt,translate
trsltd,translated
trsltg,translating
trslz,translation
trsmz,transmission
trsmt,transmit
trsmtd,transmitted
trsmtg,transmitting
trsprnt,transparent
trsprntl,transparently
trsplnt,transplant
trsport,transport
trsportz,transportation
trsportd,transported
trsports,transports
trap,trap
trapd,trapped
truma,trauma
trmtc,traumatic
trvl,travel
trvld,traveled
trvlr,traveler
trvlrs,travelers
trvlg,traveling
trvls,travels
trcrus,treacherous
trsr,treasure
trsrd,treasured
trsrs,treasures
trsrr,treasury
tret,treat
tretd,treated
tretg,treating
tretm,treatment
tree,tree
tres,trees
trmnds,tremendous
trmndsl,tremendously
trpdz,trepidation
tril,trial
trils,trials
trgl,triangle
trigls,triangles
trib,tribe
tribs,tribes
trblzs,tribulations
trbut,tribute
trik,trick
trikd,tricked
trkl,trickle
trklg,trickling
triks,tricks
trike,tricky
trid,tried
tris,tries
trgr,trigger
trgrd,triggered
trgrs,triggers
triln,trillion
trim,trim
trp,trip
trpl,triple
trpd,tripped
trpg,tripping
trps,trips
trit,trite
trimf,triumph
triva,trivia
trvil,trivial
trop,troop
trops,troops
trpcl,tropical
trubl,trouble
trubld,troubled
trubls,troubles
trublsm,troublesome
trublg,troubling
truk,truck
truks,trucks
tru,true
trul,truly
trnk,trunk
trst,trust
trstd,trusted
trstg,trusting
trstwrt,trustworthy
trut,truth
trutf,truthful
tri,try
trig,trying
tub,tube
tubs,tubes
tue,Tuesday
tmbl,tumble
tmblg,tumbling
tun,tune
tund,tuned
tung,tuning
tnl,tunnel
trmyl,turmoil
trn,turn
trnd,turned
trng,turning
trns,turns
tutr,tutor
twlv,twelve
twnt,twenty
twc,twice
twst,twist
twstd,twisted
twstg,twisting
twsts,twists
two,two
tig,tying
typ,type
typd,typed
typs,types
typrtr,typewriter
tpcl,typical
tpcll,typically
typg,typing
trny,tyranny
tirnt,tyrant
uglns,ugliness
ugl,ugly
ultmt,ultimate
ultmtl,ultimately
uab,unable
uansrd,unanswered
uaprctd,unappreciated
uatanb,unattainable
uatrctv,unattractive
uvydb,unavoidable
uawr,unaware
ubetb,unbeatable
ublvb,unbelievable
ubisd,unbiased
ubnd,unbound
ubndd,unbounded
ucn,uncanny
ucrtn,uncertain
ucrtnts,uncertainties
ucrtnt,uncertainty
ucnjd,unchanged
ucl,uncle
uclr,unclear
ucls,uncles
ucltrd,uncluttered
ucfrtb,uncomfortable
ucmn,uncommon
ucsus,unconscious
ucsusl,unconsciously
ucv,uncover
ucvd,uncovered
ucvg,uncovering
udcidd,undecided
udnib,undeniable
udpndb,undependable
und,under
ucurnt,undercurrent
udct,undercut
uestmt,underestimate
uestmtd,underestimated
uestmtg,underestimating
ug,undergo
ugg,undergoing
ugrnd,underground
uli,underlie
ulin,underline
ulig,underlying
unet,underneath
uscor,underscore
ustnd,understand
ustndb,understandable
ustndg,understanding
ustnds,understands
ustatm,understatement
ustod,understood
utak,undertake
utakn,undertaken
utakg,undertaking
utk,undertook
uwa,underway
udvlpd,undeveloped
udsplnd,undisciplined
udvidd,undivided
ues,unease
uemozl,unemotional
uemozll,unemotionally
uendg,unending
uevntf,uneventful
uxmnd,unexamined
uxpctd,unexpected
ufar,unfair
ufmlr,unfamiliar
ufelg,unfeeling
ufnsd,unfinished
ufld,unfold
ufldg,unfolding
uflds,unfolds
ufsen,unforeseen
ufgtb,unforgettable
ufrtunt,unfortunate
uftntl,unfortunately
ugratf,ungrateful
uhapns,unhappiness
uhap,unhappy
uhrd,unheard
ufid,unified
unfrm,uniform
ufi,unify
umjnb,unimaginable
untrstg,uninteresting
untrptd,uninterrupted
unon,union
unons,unions
unic,unique
unson,unison
unt,unit
unit,unite
unitd,united
unts,units
unte,unity
uvrsl,universal
uvrs,universe
uvrsts,universities
uvrst,university
uj,unjust
ukn,unknown
ulrn,unlearn
ules,unleash
ulesd,unleashed
ulesg,unleashing
uls,unless
ulik,unlike
ulikl,unlikely
ulmtd,unlimited
ulok,unlock
ulokd,unlocked
ulokg,unlocking
uloks,unlocks
umstkb,unmistakable
untrl,unnatural
uncsrl,unnecessarily
uncsr,unnecessary
unotcd,unnoticed
uobtrsv,unobtrusive
upk,unpack
upkd,unpacked
upkg,unpacking
upks,unpacks
uprlld,unparalleled
uplsnt,unpleasant
updctb,unpredictable
uppard,unprepared
updctv,unproductive
urvl,unravel
urelstc,unrealistic
urlatd,unrelated
urlntg,unrelenting
urlib,unreliable
ursolvd,unresolved
urspnsv,unresponsive
usen,unseen
usetld,unsettled
usetlg,unsettling
usakb,unshakable
uskld,unskilled
usolvd,unsolved
uspekb,unspeakable
ustb,unstable
ustrctrd,unstructured
usur,unsure
utamd,untamed
utngl,untangle
utngld,untangled
utnkb,unthinkable
utl,until
uuzd,unused
uusl,unusual
uwntd,unwanted
uwlcm,unwelcome
ulg,unwilling
uwnd,unwind
uwnds,unwinds
uwz,unwise
p,up
pbet,upbeat
pcmg,upcoming
pdat,update
pdats,updates
pdatg,updating
pgrad,upgrade
phl,uphill
phlds,upholds
pkp,upkeep
plftg,uplifting
upn,upon
upr,upper
prit,upright
upst,upset
upstg,upsetting
pstndg,upstanding
ptak,uptake
ptit,uptight
pwd,upward
urj,urge
urjnc,urgency
urjnt,urgent
us,us
uzb,usable
uz,use
uzd,used
uzf,useful
uzfns,usefulness
uzls,useless
uzs,uses
uzg,using
usl,usual
usll,usually
utlt,utility
utlz,utilize
utmo,utmost
utr,utter
utrl,utterly
vcz,vacation
vcltg,vacillating
vcum,vacuum
vag,vague
van,vain
vlntl,valiantly
vld,valid
vldz,validation
vldt,validity
vl,valley
vls,valleys
vlub,valuable
vlu,value
vlus,values
vlv,valve
vant,vanity
vntj,vantage
vrib,variable
varz,variation
varzs,variations
vard,varied
vars,varies
varits,varieties
varit,variety
varus,various
var,vary
varg,varying
vast,vast
vgtb,vegetable
vgtbls,vegetables
vhcl,vehicle
vhcls,vehicles
vnjnc,vengeance
vntr,venture
vnturs,ventures
vrbl,verbal
vrblz,verbalize
vblzd,verbalized
vrbll,verbally
vrj,verge
vrfid,verified
vrfis,verifies
vrfi,verify
vrfig,verifying
vrstl,versatile
vrz,version
vrzs,versions
vrtcl,vertical
vrv,verve
vr,very
vesl,vessel
vesls,vessels
vstj,vestige
vstm,vestment
vib,viable
vibrnc,vibrancy
vibrnt,vibrant
vbrntl,vibrantly
vibrt,vibrate
vibrtg,vibrating
vibrz,vibration
vic,vice
vics,vices
vsus,vicious
vctm,victim
vctms,victims
vctrs,victories
vctr,victory
vdeo,video
vdeos,videos
vw,view
vwd,viewed
vwg,viewing
vwpnt,viewpoint
vws,views
vjl,vigil
vjlnc,vigilance
vjlnt,vigilant
vjls,vigils
vgr,vigor
vgrus,vigorous
vgrsl,vigorously
vlj,village
vljs,villages
viln,villain
vilns,villains
vndct,vindicate
vndctd,vindicated
vndcts,vindicates
vndctg,vindicating
vndcz,vindication
vilt,violate
viltd,violated
vilts,violates
viltg,violating
vilz,violation
vilnc,violence
vilnt,violent
voln,violin
volns,violins
vrtl,virtually
vrtu,virtue
vrtus,virtues
vrtuos,virtuous
vsbt,visibility
vsb,visible
vz,vision
vzs,visions
vst,visit
vstd,visited
vstg,visiting
vstr,visitor
vstrs,visitors
vsts,visits
vsl,visual
vslzz,visualization
vslz,visualize
vslzg,visualizing
vsll,visually
vitl,vital
vitlt,vitality
vvct,vivacity
vvd,vivid
vvdl,vividly
vcblr,vocabulary
vocz,vocation
vog,vogue
vyc,voice
vycd,voiced
vycs,voices
vycg,voicing
vyd,void
vlcno,volcano
vlcnos,volcanoes
vlts,volts
vlm,volume
vlms,volumes
vlntr,voluntary
vlnter,volunteer
vlnters,volunteers
vlptus,voluptuous
vot,vote
vowd,vowed
vowl,vowel
voj,voyage
vlnrbt,vulnerability
vlnrb,vulnerable
wad,wade
wadd,waded
wads,wades
wadg,wading
wj,wage
wjd,waged
wjs,wages
wjg,waging
wagn,wagon
wgns,wagons
wal,wail
wald,wailed
walg,wailing
wat,wait
watd,waited
watg,waiting
wats,waits
wak,wake
waks,wakes
wakg,waking
wlk,walk
wlkd,walked
wlkg,walking
wlks,walks
wll,wall
wlls,walls
wandr,wander
wandrg,wandering
wandrs,wanders
wnt,want
wntd,wanted
wntg,wanting
wnts,wants
war,war
ward,ward
warhus,warehouse
wrm,warm
wrmd,warmed
wrmr,warmer
wrmst,warmest
wrmg,warming
wrms,warms
wrmt,warmth
wrn,warn
wrnd,warned
wrng,warning
wrngs,warnings
wrns,warns
warnt,warranty
wart,wart
warts,warts
z,was
wash,wash
wasd,washed
wasr,washer
wass,washes
wasg,washing
wston,Washington
znt,wasn't
wast,waste
wastd,wasted
wastf,wasteful
wasts,wastes
wastg,wasting
wtc,watch
wtcd,watched
wtcs,watches
wtcf,watchful
wtcg,watching
wtr,water
wtrs,waters
wav,wave
wavd,waved
wavs,waves
wavg,waving
wx,wax
wa,way
was,ways
wasid,wayside
we,we
well,we'll
wek,weak
wekr,weaker
wekns,weakness
wlt,wealth
wen,wean
weng,weaning
wpn,weapon
wpns,weapons
wear,wear
wearg,wearing
wears,wears
were,weary
weatr,weather
weatrd,weathered
wev,weave
wevs,weaves
wevg,weaving
wb,web
wbs,webs
wdg,wedding
wdgs,weddings
wdj,wedge
wed,Wednesday
weed,weed
weeds,weeds
wk,week
wknd,weekend
wkl,weekly
wks,weeks
wep,weep
wepg,weeping
weps,weeps
weg,weigh
wegd,weighed
wegg,weighing
wegs,weighs
wet,weight
wets,weights
werd,weird
wlcm,welcome
wlcmg,welcoming
wlfar,welfare
wl,well
wlbg,wellbeing
went,went
wpt,wept
wer,were
wernt,weren't
wst,west
wstrn,western
wtt,wet
wt,what
wts,what's
wtev,whatever
wtsoev,whatsoever
weat,wheat
wel,wheel
wels,wheels
wn,when
wnev,whenever
wr,where
wrev,wherever
wetr,whether
wc,which
wil,while
wmpr,whimper
wmprg,whimpering
wmprs,whimpers
wp,whip
wspr,whisper
wsprd,whispered
wsprg,whispering
wsprs,whispers
wsl,whistle
wsld,whistled
wsls,whistles
wslg,whistling
wit,white
wo,who
woev,whoever
wol,whole
wom,whom
wos,whose
y,why
wid,wide
widl,widely
widn,widen
widr,wider
widst,widest
wdt,width
wif,wife
wgl,wiggle
wld,wild
wldrns,wilderness
wldst,wildest
l,will
lg,willing
lgl,willingly
lgns,willingness
wnn,win
wnc,wince
wnd,wind
wndg,winding
wndo,window
wndos,windows
wnds,winds
wine,wine
wg,wing
wgs,wings
wnk,wink
wnnr,winner
wnng,winning
wns,wins
wntr,winter
wip,wipe
wipd,wiped
wips,wipes
wipg,wiping
wir,wire
wird,wired
wirs,wires
wirg,wiring
wzdm,wisdom
wz,wise
wzl,wisely
wzr,wiser
wzst,wisest
ws,wish
wsd,wished
wss,wishes
wsf,wishful
wsg,wishing
wsp,wisp
wstf,wistful
witt,wit
w,with
wdrw,withdraw
witr,wither
whld,withhold
win,within
wot,without
wstnd,withstand
wtns,witness
wtnsd,witnessed
wtnsg,witnessing
wits,wits
wivs,wives
wzrd,wizard
woe,woe
woes,woes
wok,woke
wmn,woman
wmen,women
won,won
wont,won't
wndr,wonder
wndrd,wondered
wndrf,wonderful
wndrg,wondering
wndrs,wonders
wod,wood
wdn,wooden
wods,woods
wool,wool
wrd,word
wrds,words
wor,wore
wrk,work
wrkb,workable
wrkd,worked
wrkr,worker
wrkrs,workers
wrkg,working
wrkgs,workings
wrklod,workload
wrkmn,workman
wrkmnzp,workmanship
wrks,works
wrld,world
wrldss,world's
wrlds,worlds
worm,worm
worms,worms
worn,worn
wored,worried
wores,worries
woresm,worrisome
wore,worry
woreg,worrying
wrs,worse
wrsns,worsens
wrst,worst
wrt,worth
wrtls,worthless
wrtwil,worthwhile
wrte,worthy
wd,would
wdnt,wouldn't
wond,wound
wunds,wounds
wov,wove
ww,wow
rkd,wracked
rkg,wracking
rp,wrap
rpd,wrapped
rps,wraps
rek,wreck
rncg,wrenching
rstl,wrestling
rgr,wringer
rnkl,wrinkle
rnkls,wrinkles
rist,wrist
rists,wrists
rit,write
ritr,writer
ritrs,writers
rits,writes
ritg,writing
ritgs,writings
rtn,written
rong,wrong
rongs,wrongs
rote,wrote
yat,yacht
yats,yachts
yd,yard
yds,yards
yer,year
yerss,year's
yrn,yearn
yrns,yearns
yers,years
ylo,yellow
ys,yes
ysda,yesterday
yt,yet
yeld,yield
u,you
ur,you're
yng,young
yngr,younger
yr,your
yrs,yours
ysf,yourself
yrsvs,yourselves
yut,youth
yutf,youthful
zel,zeal
zro,zero
zst,zest
zn,zone
zm,zoom
